Year,Month,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,Residential_Retail Price,Industrial_Retail Price,Commercial_Retail Price,CLDD,TAVG,AWND,HTDD,area,population,solar-generation,Spring,Summer,Fall,Winter,Residential_Usage,Industrial_Usage,Commercial_Usage
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.98,7.43,9.41,0,28.65419355,11.83913043,1118.348387,82278,2900475,0,0,0,0,1,1393,922,1285
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,6.13,8.97,0,26.74878049,8.4,1166.225,40411,4414349,1,0,0,0,1,3314,2690,1759
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,5.45,8.68,0.101265823,43.29493671,7.6125,661.9746835,51988,4644013,0,0,0,0,1,3128,2758,1983
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,13.29,15.55,0,24.0734375,9.326315789,1254.484375,10554,6762596,22,0,0,0,1,2104,638,2240
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.16,11.53,10.9,0,27.09393939,7.444444444,1146.636364,12406,5957283,10,0,0,0,1,3278,303,2647
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,11.82,14.23,0,15.99710145,6.725,1509.826087,35384,1330513,0,0,0,0,1,511,258,352
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.77,7.72,10.36,0,12.70773481,10.824,1591.911111,96713,9929848,1,0,0,0,1,3545,2563,3218
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.17,6.55,9.39,0,2.618888889,10.61875,1903.577778,86935,5451079,0,0,0,0,1,2499,1868,1983
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.92,5.84,7.74,0,25.39375,10.96470588,1200.807143,69702,6056202,2,0,0,0,1,4136,1405,2681
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.39,6.15,10.4,0.026666667,38.00526316,7.218181818,814.7466667,48432,2990468,0,0,0,0,1,1950,1328,1117
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,5.62,9.29,0,25.6038674,10.85625,1204.592798,147039,1021869,0,0,0,0,1,582,341,448
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.26,6.41,8.59,0.036842105,34.82473684,6.545833333,923.0842105,53819,9932887,4,0,0,0,1,6777,2011,4085
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,6.93,8.03,0,8.897701149,14.24444444,1701.738095,70698,737401,0,0,0,0,1,682,600,508
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89,6.69,8.13,0,24.95253165,12.86666667,1232.904459,77349,1879321,0,0,0,0,1,1144,842,821
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,13.1,14.95,0,17.33958333,9.666666667,1471.541667,9348,1333341,0,0,0,0,1,480,156,393
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.22,14.22,13.71,0,25.85,7.19,1200.09375,8723,8864525,61,0,0,0,1,2669,646,3236
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.24,6.05,9.45,0,34.28333333,15.81,944.0595238,121590,2089568,5,0,0,0,1,639,606,690
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.46,5.92,9.45,0.005347594,35.89144385,4.746666667,897.1657754,110572,2817628,4,0,0,0,1,919,1037,683
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.57,7.64,16.4,0,18.42071429,9.366666667,1430.557143,54555,19651049,9,0,0,0,1,4871,1455,6435
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.08,6.98,9.33,0,19.74811321,10.832,1386.726415,44825,11602700,3,0,0,0,1,6060,4307,4181
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38,5.48,7.51,0,36.29772727,10.9625,881.5151515,69899,3878187,0,0,0,0,1,2382,1400,1560
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.07,5.85,8.59,0.069164265,37.77463977,5.365217391,839.7204611,98379,3963244,1,0,0,0,1,2160,983,1385
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.69,8.48,10.43,0,20.1406015,8.033333333,1382.917293,46055,12788313,7,0,0,0,1,6195,4220,3894
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.26,14.15,15.57,0,25.98888889,8.4,1209.333333,1545,1055936,1,0,0,0,1,308,66,326
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.81,6.61,10.17,0.023809524,38.84,6.561538462,798.9642857,32021,4823617,0,0,0,0,1,3384,2350,1910
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.38,6.85,8.35,0,18.36551724,13.34,1436.862069,77116,849129,0,0,0,0,1,573,235,422
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.73,6.27,10.02,0,29.44238411,7.19,1078.470199,42144,6541223,4,0,0,0,1,4795,1913,2841
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.22,5.83,8.02,1.04691358,45.00469136,9.364705882,612.9975309,268597,26964333,4,0,0,0,1,13581,8681,11216
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.93,5.53,7.62,0,28.31456311,5.746153846,1130.97411,84897,2936879,1,0,0,0,1,805,838,926
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.01,6.71,7.97,0.026548673,29.67610619,7.235294118,1079.59292,42775,8310993,1,0,0,0,1,5611,1489,4209
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.92,10.47,14.21,0,14.30681818,6.06,1548.590909,9616,625214,0,0,0,0,1,230,130,177
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.52,4.33,7.91,0,35.6277533,5.26,904.7973568,71298,7054655,0,0,0,0,1,4271,2341,2603
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.86,7.16,10.24,0,6.862433862,10.00555556,1784.724868,65496,5751525,1,0,0,0,1,2394,1960,2089
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.01,5.99,7.72,0,22.86125,7.427272727,1276.525,24230,1849489,0,0,0,0,1,1707,1038,780
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.74,6.3,8.42,0,22.11689498,11.25833333,1320.406393,97812,582531,0,0,0,0,1,324,890,355
2014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.88,15.8,16.15,0,9.815625,8.293333333,1521.576803,664988,736384,0,0,0,0,1,182,111,238
2014,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.21,5.82,10.79,2.798165138,46.67981651,6.288235294,510.4678899,52420,4842678,0,0,0,0,1,2984,2621,1716
2014,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45,5.71,7.48,0.097087379,38.26407767,7.029411765,738.4174757,53178,2968280,0,0,0,0,1,1931,1250,926
2014,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.13,6.36,9.51,4.19047619,48.44761905,5.627777778,463.9307359,113990,6738685,33,0,0,0,1,1804,996,1975
2014,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.11,10.56,13.24,4.722039474,49.82298851,5.756790123,427.8832237,163694,38623728,77,0,0,0,1,6260,3705,8701
2014,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.69,7.21,9.55,0,26.61303191,8.230769231,1067.861702,104094,5358478,11,0,0,0,1,1451,1098,1513
2014,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.45,14.34,16.56,0,25.07272727,6.65,1116.045455,5544,3593907,4,0,0,0,1,1271,280,1073
2014,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.31,9.56,12.22,0,33.28,7.8,887.8,2489,933217,4,0,0,0,1,483,186,325
2014,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.81,7.92,10.13,106.5151515,64.88242424,6.53877551,108.5757576,65758,19876172,4,0,0,0,1,9051,1264,6694
2014,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.97,6.68,10.54,4.346153846,49.37403846,5.852941176,439.0096154,59425,10076542,6,0,0,0,1,5027,2320,3459
2014,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.84,30.44,34.29,157.5,69.18846154,6.625,42.30769231,10926,1415164,16,0,0,0,1,203,276,246
2014,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.06,5.37,8.06,0,12.71102362,11.02666667,1445.385827,56273,3110318,1,0,0,0,1,1436,1589,1064
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06,5.37,7.46,0,27.4827451,6.136842105,1044.141176,83568,1632774,0,0,0,0,1,783,499,486
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.94,7.18,9.27,0,18.175,9.505555556,1300.264706,57916,12882361,1,0,0,0,1,4315,3618,4024
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.73,7,9.97,0,21.67252747,8.841666667,1203.956044,36417,6594876,0,0,0,0,1,3524,3806,1913
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.17,7.52,9.48,0,27.17124183,10.02173913,1051.875817,82278,2901186,0,0,0,0,1,1190,879,1194
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63,5.98,9.36,0,32.95647059,7.433333333,881.6190476,40411,4415318,1,0,0,0,1,2916,2485,1541
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,5.54,8.99,8.554216867,49.9686747,7.5875,424.7951807,51988,4645731,0,0,0,0,1,3013,2726,1930
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47,13.74,15.94,0,25.09047619,8.163157895,1112.31746,10554,6765232,26,0,0,0,1,1888,622,2187
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51,10.53,11.86,0,32.16969697,6.9,912.9090909,12406,5959640,11,0,0,0,1,2761,262,2222
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.54,11.9,14.25,0,17.44545455,6.45,1327.484848,35384,1330325,0,0,0,0,1,419,235,319
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94,7.63,10.61,0,12.77192982,9.028,1442.245614,96713,9930004,1,0,0,0,1,2905,2536,2923
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.37,6.87,9.71,0,4.038333333,9.86875,1691.444444,86935,5453658,0,0,0,0,1,2202,1739,1807
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.08,6.04,7.93,0,25.77094595,8.8,1081.209459,69702,6057496,3,0,0,0,1,3694,1343,2475
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.57,6.38,10.61,4.192307692,45.95384615,7.209090909,530.2820513,48432,2990302,0,0,0,0,1,1942,1278,1128
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.74,5.74,9.21,0,15.6525,9.8375,1364.771588,147039,1022586,0,0,0,0,1,510,327,409
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.01,6.61,8.97,0.282608696,42.56810811,6.730434783,623.4402174,53819,9941117,4,0,0,0,1,5615,1939,3452
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28,7.61,8.56,0,5.597590361,11.54444444,1637.759036,70698,738790,0,0,0,0,1,629,562,478
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12,6.91,8.2,0,20.39673203,10.63333333,1244.585526,77349,1880317,0,0,0,0,1,974,787,785
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.17,13.32,15.47,0,18.81627907,8.7,1285.232558,9348,1333592,0,0,0,0,1,453,170,395
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.63,12.96,13.71,0,28.70645161,6.490909091,1005.741935,8723,8864810,70,0,0,0,1,2242,573,3080
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.34,5.77,9.75,0.041916168,39.14131737,16.93,720.9281437,121590,2089545,4,0,0,0,1,546,552,642
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.05,6.17,9.5,0.12972973,37.55675676,5.593333333,763.2864865,110572,2821737,4,0,0,0,1,673,988,643
